#%create_date=Mon Jul 30 12:06:54 2018 PDT,,,,,,,,,,,,,,,,,,,,
#%chip_type=Clariom_D_Human,,,,,,,,,,,,,,,,,,,,
#%lib_set_name=Clariom_D_Human,,,,,,,,,,,,,,,,,,,,
#%lib_set_version=r1,,,,,,,,,,,,,,,,,,,,
#%genome-species=Homo sapiens,,,,,,,,,,,,,,,,,,,,
#%genome-version=hg38,,,,,,,,,,,,,,,,,,,,
#%genome-version-ucsc=hg38,,,,,,,,,,,,,,,,,,,,
#%genome-version-ncbi=GRCh38,,,,,,,,,,,,,,,,,,,,
#%genome-version-create_date=2013-12-00,,,,,,,,,,,,,,,,,,,,
#%genome-lifted-method=psl-map.pl,,,,,,,,,,,,,,,,,,,,
#%genome-lifted_from-species=Homo sapiens,,,,,,,,,,,,,,,,,,,,
#%genome-lifted_from-version-ucsc=hg38,,,,,,,,,,,,,,,,,,,,
#%genome-lifted_from-version-ncbi=GRCh38,,,,,,,,,,,,,,,,,,,,
#%netaffx-annotation-date=2016-06-03,,,,,,,,,,,,,,,,,,,,
#%netaffx-annotation-netaffx-build=36,,,,,,,,,,,,,,,,,,,,
#%netaffx-annotation-tabular-data-version=1.1,,,,,,,,,,,,,,,,,,,,
#%netaffx-annotation-tabular-format-version=1.1,,,,,,,,,,,,,,,,,,,,
#%netaffx-annotation-data-type=transcript_cluster,,,,,,,,,,,,,,,,,,,,
#%netaffx-annotation-docgen-method=module:affy/annotation_update/builder; exec:create-download-file.pl,,,,,,,,,,,,,,,,,,,,
#%netaffx-annotation-docgen-version=8487,,,,,,,,,,,,,,,,,,,,
## probeset_id refers to the transcript cluster id, not the exon level probe set, and is required for ExACT software compatibility.,,,,,,,,,,,,,,,,,,
transcript_cluster_id,probeset_id,seqname,strand,start,stop,total_probes,gene_assignment,mrna_assignment,swissprot,unigene,GO_biological_process,GO_cellular_component,GO_molecular_function,pathway,protein_domains,category,locus type,notes,Best_Coverage_TaqMan_Assay,Best_Coverage_TaqMan_Assay_HTML
TC0100006442.hg.1,TC0100006442.hg.1,chr1,+,200880,201017,10,uc031tlo.2 // FO538757.1 // --- // --- // ---,uc031tlo.2 // UCSC Genes // N/A // chr1 // 100 // 100 // 0 // --- // 0 /// ENST00000611868 // ENSEMBL // ncrna:novel chromosome:GRCh38:1:200880:201017:1 gene:ENSG00000275135 gene_biotype:miRNA transcript_biotype:miRNA // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Precursor_microRNA,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
TC0100006443.hg.1,TC0100006443.hg.1,chr1,+,264430,264827,6,storubu.aAug10-unspliced // storubu // Transcript Identified by AceView // --- // ---,storubu.aAug10-unspliced // Ace View // Transcript Identified by AceView // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Coding,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
TC0100006444.hg.1,TC0100006444.hg.1,chr1,+,358857,365704,10,ENST00000412666.1 // RP4-669L17.2 // --- // --- // --- /// ENST00000450983.1 // RP4-669L17.2 // --- // --- // --- /// OTTHUMT00000007987 // RP4-669L17.2 // putative novel transcript // --- // --- /// OTTHUMT00000007988 // RP4-669L17.2 // putative novel transcript // --- // --- /// uc057aux.1 // RP4-669L17.2 // --- // --- // --- /// uc057auy.1 // RP4-669L17.2 // --- // --- // ---,ENST00000412666.1 // lncRNAWiki // N/A // chr1 // 100 // 100 // 0 // --- // 0 /// ENST00000450983.1 // lncRNAWiki // N/A // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000007987 // Havana transcript // putative novel transcript // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000007988 // Havana transcript // putative novel transcript // chr1 // 100 // 100 // 0 // --- // 0 /// uc057aux.1 // UCSC Genes // N/A // chr1 // 100 // 100 // 0 // --- // 0 /// uc057auy.1 // UCSC Genes // N/A // chr1 // 100 // 100 // 0 // --- // 0 /// ENST00000412666 // ENSEMBL // havana:known chromosome:GRCh38:1:358872:365510:1 gene:ENSG00000236601 gene_biotype:lincRNA transcript_biotype:lincRNA // chr1 // 100 // 100 // 0 // --- // 0 /// ENST00000450983 // ENSEMBL // havana:known chromosome:GRCh38:1:358857:365704:1 gene:ENSG00000236601 gene_biotype:lincRNA transcript_biotype:lincRNA // chr1 // 100 // 100 // 0 // --- // 0 /// HG491526.1:1..607:ncRNA // RNACentral // long non-coding RNA OTTHUMT00000007988.2 (RP4-669L17.2 gene // chr1 // 100 // 100 // 0 // --- // 0 /// HG491527.1:1..426:ncRNA // RNACentral // long non-coding RNA OTTHUMT00000007987.2 (RP4-669L17.2 gene // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000074 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000075 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,NonCoding,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
TC0100006445.hg.1,TC0100006445.hg.1,chr1,+,362335,362926,6,noymeybo.aAug10-unspliced // noymeybo // Transcript Identified by AceView // --- // ---,noymeybo.aAug10-unspliced // Ace View // Transcript Identified by AceView // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Unassigned,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
TC0100006446.hg.1,TC0100006446.hg.1,chr1,+,367907,368249,6,boyrabu.aAug10-unspliced // boyrabu // Transcript Identified by AceView // --- // ---,boyrabu.aAug10-unspliced // Ace View // Transcript Identified by AceView // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Coding,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
TC0100006447.hg.1,TC0100006447.hg.1,chr1,+,368427,368517,6,---,NONHSAT000071 // NONCODE // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,NonCoding,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
TC0100006448.hg.1,TC0100006448.hg.1,chr1,+,368994,375841,10,---,NONHSAT000069 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000070 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,NonCoding,---,Hs05055762_g1,http://www.thermofisher.com/order/genome-database/searchResults?keyword=Hs05055762_g1&productTypeSelect=taqman
TC0100006449.hg.1,TC0100006449.hg.1,chr1,+,378832,389626,10,---,NONHSAT000067 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000067 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,NonCoding,---,Hs05055749_g1,http://www.thermofisher.com/order/genome-database/searchResults?keyword=Hs05055749_g1&productTypeSelect=taqman
TC0100006450.hg.1,TC0100006450.hg.1,chr1,+,439870,440232,10,ENST00000437905 // WBP1LP7 // WW domain binding protein 1-like pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:43955] // --- // ---,ENST00000437905 // ENSEMBL // WW domain binding protein 1-like pseudogene 7 [gene_biotype:processed_pseudogene transcript_biotype:processed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000066 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000066 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000007998 // Havana transcript // WW domain binding protein 1-like (WBP1L) pseudogene[gene_biotype:processed_pseudogene transcript_biotype:processed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Multiple_Complex,---,Hs05273038_g1,http://www.thermofisher.com/order/genome-database/searchResults?keyword=Hs05273038_g1&productTypeSelect=taqman
TC0100006451.hg.1,TC0100006451.hg.1,chr1,+,487101,489906,10,ENST00000432723 // CICP7 // capicua transcriptional repressor pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:37756] // --- // ---,ENST00000432723 // ENSEMBL // capicua transcriptional repressor pseudogene 7 [gene_biotype:processed_pseudogene transcript_biotype:processed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000062 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000062 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000127609 // Havana transcript // capicua homolog (Drosophila) (CIC) pseudogene[gene_biotype:processed_pseudogene transcript_biotype:processed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Multiple_Complex,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
TC0100006452.hg.1,TC0100006452.hg.1,chr1,+,587629,597498,10,ENST00000423796.1 // RP5-857K21.2 // --- // --- // --- /// ENST00000450696.1 // RP5-857K21.2 // --- // --- // --- /// fukobo.aAug10 // fukobo // Transcript Identified by AceView // --- // --- /// OTTHUMT00000006706 // RP5-857K21.2 // novel transcript // --- // --- /// OTTHUMT00000006707 // RP5-857K21.2 // novel transcript // --- // --- /// uc057avq.1 // RP5-857K21.2 // --- // --- // --- /// uc057avr.1 // RP5-857K21.2 // --- // --- // ---,"ENST00000423796.1 // lncRNAWiki // N/A // chr1 // 100 // 100 // 0 // --- // 0 /// ENST00000450696.1 // lncRNAWiki // N/A // chr1 // 100 // 100 // 0 // --- // 0 /// fukobo.aAug10 // Ace View // Transcript Identified by AceView // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000006706 // Havana transcript // novel transcript // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000006707 // Havana transcript // novel transcript // chr1 // 100 // 100 // 0 // --- // 0 /// uc057avq.1 // UCSC Genes // N/A // chr1 // 100 // 100 // 0 // --- // 0 /// uc057avr.1 // UCSC Genes // N/A // chr1 // 100 // 100 // 0 // --- // 0 /// ENST00000423796 // ENSEMBL // havana:known chromosome:GRCh38:1:587629:594768:1 gene:ENSG00000235146 gene_biotype:lincRNA transcript_biotype:lincRNA // chr1 // 100 // 100 // 0 // --- // 0 /// ENST00000450696 // ENSEMBL // havana:known chromosome:GRCh38:1:587668:594574:1 gene:ENSG00000235146 gene_biotype:lincRNA transcript_biotype:lincRNA // chr1 // 100 // 100 // 0 // --- // 0 /// HG491530.1:1..607:ncRNA // RNACentral // long non-coding RNA OTTHUMT00000006707.1 (RP5-857K21.2 gene // chr1 // 100 // 100 // 0 // --- // 0 /// HG491531.1:1..402:ncRNA // RNACentral // long non-coding RNA OTTHUMT00000006706.1 (RP5-857K21.2 gene // chr1 // 100 // 100 // 0 // --- // 0 /// lnc-OR4F29-3:3 // lncRNAWiki // Transcript Originally Identified by LNCipedia, alternate transcript name:  NONHSAT000083 // chr1 // 100 // 100 // 0 // --- // 0 /// lnc-OR4F29-3:4 // lncRNAWiki // Transcript Originally Identified by LNCipedia, alternate transcript name:  NONHSAT000085 // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000080 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000081 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000083 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000085 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// TCONS_00000122 // lncRNA Db // gene_id XLOC_000004; transcript_id TCONS_00000122; oId ENST00000423796; linc_name linc-SAMD11-8; tss_id TSS4; class_code u; gene_name linc-SAMD11-8; // chr1 // 100 // 100 // 0 // --- // 0 /// TCONS_00000123 // lncRNA Db // gene_id XLOC_000004; transcript_id TCONS_00000123; oId ENST00000450696; linc_name linc-SAMD11-8; tss_id TSS4; class_code u; gene_name linc-SAMD11-8; // chr1 // 100 // 100 // 0 // --- // 0 /// TCONS_00000124 // lncRNA Db // gene_id XLOC_000004; transcript_id TCONS_00000124; oId ENST00000440196; linc_name linc-SAMD11-8; tss_id TSS5; class_code u; gene_name linc-SAMD11-8; // chr1 // 100 // 100 // 0 // --- // 0 /// TCONS_00000125 // lncRNA Db // gene_id XLOC_000004; transcript_id TCONS_00000125; oId ENST00000357876; linc_name linc-SAMD11-8; tss_id TSS5; class_code u; gene_name linc-SAMD11-8; // chr1 // 100 // 100 // 0 // --- // 0",---,---,---,---,---,---,---,main,NonCoding,---,Hs04985388_m1,http://www.thermofisher.com/order/genome-database/searchResults?keyword=Hs04985388_m1&productTypeSelect=taqman
TC0100006453.hg.1,TC0100006453.hg.1,chr1,+,629062,629433,10,ENST00000416931 // MTND1P23 // mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:42092] // --- // ---,ENST00000416931 // ENSEMBL // MT-ND1 pseudogene 23 [gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000088 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000088 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000006720 // Havana transcript // NADH dehydrogenase 1 (MTND1) pseudogene[gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Multiple_Complex,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
TC0100006454.hg.1,TC0100006454.hg.1,chr1,+,629640,630683,10,ENST00000457540 // MTND2P28 // mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:42129] // --- // ---,ENST00000457540 // ENSEMBL // MT-ND2 pseudogene 28 [gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000090 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000090 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000006718 // Havana transcript // NADH dehydrogenase 2 (MTND2) pseudogene[gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Multiple_Complex,---,Hs00846374_s1,http://www.thermofisher.com/order/genome-database/searchResults?keyword=Hs00846374_s1&productTypeSelect=taqman
TC0100006455.hg.1,TC0100006455.hg.1,chr1,+,630896,630958,10,uc057avw.1 // AC114498.1 // --- // --- // ---,uc057avw.1 // UCSC Genes // N/A // chr1 // 100 // 100 // 0 // --- // 0 /// ENST00000617238 // ENSEMBL // ncrna:novel chromosome:GRCh38:1:630896:630958:1 gene:ENSG00000276171 gene_biotype:miRNA transcript_biotype:miRNA // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Precursor_microRNA,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
TC0100006456.hg.1,TC0100006456.hg.1,chr1,+,631074,632680,10,ENST00000414273 // MTCO1P12 // MT-CO1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52014] // --- // ---,ENST00000414273 // ENSEMBL // havana:known chromosome:GRCh38:1:631074:632616:1 gene:ENSG00000237973 gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000091 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000091 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000006715 // Havana transcript // cytochrome c oxidase I (MTCO1) pseudogene[gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Multiple_Complex,---,Hs00846348_s1,http://www.thermofisher.com/order/genome-database/searchResults?keyword=Hs00846348_s1&productTypeSelect=taqman
TC0100006457.hg.1,TC0100006457.hg.1,chr1,+,632757,633463,7,ENST00000427426 // MTCO2P12 // MT-CO2 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52028] // --- // ---,ENST00000427426 // ENSEMBL // havana:known chromosome:GRCh38:1:632757:633438:1 gene:ENSG00000229344 gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000092 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000092 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000006716 // Havana transcript // cytochrome c oxidase II (MTCO2) pseudogene[gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Multiple_Complex,---,Hs02596865_g1,http://www.thermofisher.com/order/genome-database/searchResults?keyword=Hs02596865_g1&productTypeSelect=taqman
TC0100006458.hg.1,TC0100006458.hg.1,chr1,+,633464,633532,6,---,NONHSAT139825 // NONCODE // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT139826 // NONCODE // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,NonCoding,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
TC0100006459.hg.1,TC0100006459.hg.1,chr1,+,633535,634922,10,ENST00000416718 // MTCO3P12 // MT-CO3 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52042] // --- // --- /// ENST00000467115 // MTATP8P1 // mitochondrially encoded ATP synthase 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44571] // --- // --- /// ENST00000514057 // MTATP6P1 // mitochondrially encoded ATP synthase 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44575] // --- // ---,ENST00000416718 // ENSEMBL // havana:known chromosome:GRCh38:1:634376:634922:1 gene:ENSG00000198744 gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene // chr1 // 100 // 100 // 0 // --- // 0 /// ENST00000467115 // ENSEMBL // mitochondrially encoded ATP synthase 8 pseudogene 1 [gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0 /// ENST00000514057 // ENSEMBL // mitochondrially encoded ATP synthase 6 pseudogene 1 [gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000093 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000093 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000094 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000094 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000095 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000095 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000006717 // Havana transcript // ATP synthase 6 (MTATP6) pseudogene[gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000006719 // Havana transcript // cytochrome c oxidase III (MTCO3) pseudogene[gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000007027 // Havana transcript // ATP synthase 8 (MTATP8) pseudogene[gene_biotype:unprocessed_pseudogene transcript_biotype:unprocessed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Multiple_Complex,---,Hs02596862_g1,http://www.thermofisher.com/order/genome-database/searchResults?keyword=Hs02596862_g1&productTypeSelect=taqman
TC0100006460.hg.1,TC0100006460.hg.1,chr1,+,674842,675265,10,ENST00000438434 // WBP1LP6 // WW domain binding protein 1-like pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:43956] // --- // ---,ENST00000438434 // ENSEMBL // WW domain binding protein 1-like pseudogene 6 [gene_biotype:processed_pseudogene transcript_biotype:processed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000096 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000096 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000006722 // Havana transcript // WW domain binding protein 1-like (WBP1L) pseudogene[gene_biotype:processed_pseudogene transcript_biotype:processed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Multiple_Complex,---,Hs05273038_g1,http://www.thermofisher.com/order/genome-database/searchResults?keyword=Hs05273038_g1&productTypeSelect=taqman
TC0100006461.hg.1,TC0100006461.hg.1,chr1,+,722092,724903,10,ENST00000440782 // CICP3 // capicua transcriptional repressor pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37742] // --- // ---,ENST00000440782 // ENSEMBL // capicua transcriptional repressor pseudogene 3 [gene_biotype:processed_pseudogene transcript_biotype:processed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000099 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000099 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000127611 // Havana transcript // capicua homolog (Drosophila) (CIC) pseudogene[gene_biotype:processed_pseudogene transcript_biotype:processed_pseudogene] // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Multiple_Complex,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
TC0100006462.hg.1,TC0100006462.hg.1,chr1,+,729380,735432,9,jerfobu.aAug10 // jerfobu // Transcript Identified by AceView // --- // ---,jerfobu.aAug10 // Ace View // Transcript Identified by AceView // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,Unassigned,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
TC0100006463.hg.1,TC0100006463.hg.1,chr1,+,750774,751852,10,---,NONHSAT000112 // lncRNAWiki // Non-coding transcript identified by NONCODE // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,NonCoding,---,Hs05055424_g1,http://www.thermofisher.com/order/genome-database/searchResults?keyword=Hs05055424_g1&productTypeSelect=taqman
TC0100006464.hg.1,TC0100006464.hg.1,chr1,+,760911,761989,10,ENST00000422528.1 // RP11-206L10.4 // --- // --- // --- /// OTTHUMT00000006891 // RP11-206L10.4 // novel transcript // --- // --- /// uc057awf.1 // RP11-206L10.4 // --- // --- // ---,ENST00000422528.1 // lncRNAWiki // N/A // chr1 // 100 // 100 // 0 // --- // 0 /// OTTHUMT00000006891 // Havana transcript // novel transcript // chr1 // 100 // 100 // 0 // --- // 0 /// uc057awf.1 // UCSC Genes // N/A // chr1 // 100 // 100 // 0 // --- // 0 /// ENST00000422528 // ENSEMBL // havana:known chromosome:GRCh38:1:760911:761989:1 gene:ENSG00000229905 gene_biotype:antisense transcript_biotype:antisense // chr1 // 100 // 100 // 0 // --- // 0 /// HG491542.1:1..456:ncRNA // RNACentral // long non-coding RNA OTTHUMT00000006891.1 (RP11-206L10.4 gene // chr1 // 100 // 100 // 0 // --- // 0 /// NONHSAT000116 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 100 // 0 // --- // 0 /// TCONS_00000126 // lncRNA Db // gene_id XLOC_000005; transcript_id TCONS_00000126; oId ENST00000422528; linc_name linc-SAMD11-7; tss_id TSS6; class_code u; gene_name linc-SAMD11-7; // chr1 // 100 // 100 // 0 // --- // 0,---,---,---,---,---,---,---,main,NonCoding,---,TaqMan Probe Unavailable,TaqMan Probe Unavailable
